Employer Name,Employee Social Security Number,EIN,Control Number,Employee First Name,Employee Last Name,Employee Address & Zip Code,State,Employee State ID,"State wages, tips,etc",State Income Tax,Local Wages & Tips,Local Income Tax,Locality Name,"Wages, Tips & other Compensation",Federal Income Tax Withheld,Social Security Wages,Social Security Tax Withheld,Medicare Wages & Tips,Medicare Tax withheld,Social Security Tips,Allocated Tips,Verification Code,Dependent Care Benefits,Non-qualified Plans,12a Column 1,12a Column 2,12b Column 1,12b Column 2,12c Column 1,12c Column 2,12d Column 1,12d Column 2,Statutary Employee,Retirement plan,Third Party Sick Pay,Other
"Mr. Vincent White   ,   9527 Michael Pike Suite 419
Taylorfort, OK 10593   ,   95783",516-76-0154,59-5-90-99,4529714,Autumn,Monroe,"47156 Stewart Points
Mayermouth, FL 76670",Maine,707-51-395,1725,1010.875,2535,3761,Williamtown,8087,1213.05,4244,636.6,3991,598.65,865,3591.9,774835,278,142,ZC,1318,GV,3358,PG,4981,AO,5381,True,False,False,XU   87449
"Seth Lewis   ,   030 Washington Mission
North Bonnie, LA 03438   ,   39901",485-20-1071,79-4-81-74,6162003,Christopher,Frey,"7581 Leah Locks
Nolanfort, SC 97903",Vermont,754-93-042,1344,1213.0,1571,3152,Lake Thomas,9704,1455.6,1169,175.35,2360,354.0,577,2124.0,329455,282,158,DP,4692,OC,1696,MS,5489,TB,6987,False,False,False,RG   02169
"Mark Smith   ,   2470 Tyler Court
Halebury, MD 45156   ,   32176",608-55-6403,15-0-68-88,0349200,Judith,Watkins,"9963 Larry Camp Suite 519
Hartmouth, OR 96550",Nevada,522-04-610,1734,1075.75,1463,3179,Jenniferberg,8606,1290.9,4638,695.7,2061,309.15,810,1854.9,773898,228,290,YQ,6353,QT,6150,XC,3056,IO,8162,False,False,True,BR   57420
"Alex Campbell   ,   6208 Heather Mountain Apt. 169
Kennedyville, TX 18615   ,   50405",723-30-4069,23-5-38-95,5634817,Marissa,Herring,"34789 Chavez Crossing Apt. 807
Moorechester, LA 09307",Nevada,345-30-038,2399,1216.625,2892,3836,Cynthiaberg,9733,1459.95,2869,430.35,3015,452.25,841,2713.5,440732,171,109,OI,7790,HM,9780,PB,7523,MI,6549,False,True,False,YP   95310
"Eric Martinez   ,   9496 Casey Manors Suite 446
Weberberg, ME 07271   ,   68034",111-89-5666,60-9-31-68,8841254,Katherine,Oneal,"5760 Phillip Road Suite 663
Kimmouth, CT 22613",Oklahoma,937-48-203,1215,1111.875,2641,3488,South Natashashire,8895,1334.25,3435,515.25,2321,348.15,761,2088.9,617563,178,137,LM,7131,SK,6019,FJ,6498,UG,2426,False,False,True,WQ   42498
"Travis Espinoza   ,   79058 Matthew Skyway Suite 563
Kochmouth, MD 37641   ,   91944",721-69-7132,92-8-85-23,0502917,John,Lloyd,"9627 Spencer Station Suite 490
New Jennifer, NE 10683",Oregon,048-55-555,2575,1091.0,2693,3626,New Chelseaburgh,8728,1309.2,1918,287.7,2443,366.45,729,2198.7,436664,223,248,TO,9878,SF,8048,UZ,2843,DZ,8354,False,True,True,PO   74654
"Tami Watson   ,   630 Samantha Road
Johnsonside, WA 85274   ,   23508",678-08-1151,93-5-77-94,5974712,Faith,Williams,"81250 Bridges Plaza Apt. 308
Williamsfurt, NV 58968",Alabama,536-48-407,1002,754.75,1466,3608,South Joshuaville,6038,905.7,1119,167.85,2746,411.9,674,2471.4,717896,162,211,JC,2558,NB,3253,AK,6858,ZM,3291,False,True,False,WZ   79393
"Ronald Gould   ,   593 West Light Apt. 188
Leslieberg, MA 00755   ,   30091",645-70-3723,61-4-82-53,7754432,Troy,Watts,"8001 Katrina Corner
Melissastad, ND 19333",Connecticut,455-69-641,1593,794.75,2651,2794,Barrettview,6358,953.7,4857,728.55,2223,333.45,709,2000.7,214798,225,189,EB,5260,SR,4493,OH,3082,CB,7225,True,True,True,JT   78515
"Anthony Hopkins   ,   55146 Megan Fork
Lake Ronald, NE 25472   ,   63099",479-54-4427,85-3-50-92,7157575,Amber,Price,"9314 Mcbride Row Apt. 870
Lake Mark, ID 51592",New York,786-10-784,1125,846.5,2741,3280,Floresland,6772,1015.8,2262,339.3,2662,399.3,536,2395.8,785026,240,256,YX,6438,EY,1910,DL,5130,GG,2506,True,True,True,GB   73912
"Benjamin Hawkins   ,   PSC 4633, Box 5239
APO AA 84790   ,   17239",938-76-2351,76-3-33-31,1505744,Susan,Hall,"9326 Christy Lake Apt. 999
Nicholasfurt, LA 84462",Minnesota,513-96-334,2700,1190.0,1859,3652,Paulmouth,9520,1428.0,1119,167.85,2154,323.1,725,1938.6,465496,190,117,UQ,5826,EC,5944,HQ,8699,PH,6653,True,True,False,XD   34273
"Thomas Fisher   ,   5273 Lopez Radial Apt. 822
Jamesville, WV 41096   ,   79886",129-07-5599,27-3-91-99,8318771,Julie,Robinson,"60059 Gabriela Inlet Suite 047
West Suzanne, AR 00813",Louisiana,565-25-680,1799,1219.75,2552,3484,South John,9758,1463.7,4124,618.6,3329,499.35,785,2996.1,972846,240,252,IL,5534,HF,9880,XD,8741,ZX,3448,False,True,False,YY   03807
"Sarah Daniels   ,   2056 Charles Rest
Lake Carrie, AZ 30030   ,   85255",844-79-4899,12-9-82-35,9286241,Daniel,Thomas,"78787 Nathan Village Apt. 737
Loriville, AZ 57455",North Carolina,281-25-505,1553,662.0,1734,2158,Amytown,5296,794.4,4150,622.5,3038,455.7,808,2734.2,922204,131,173,CK,7450,YZ,5696,JW,5544,AD,9221,True,False,True,ON   01148
"Derrick Guzman   ,   30228 Sheena Spring Apt. 000
West Tristanton, AK 15349   ,   87309",938-00-4028,81-5-45-81,3116429,Tonya,Bowen,"112 Amber Wall
East Denise, WY 35692",Texas,384-87-876,2975,1023.375,1102,3082,South Phillip,8187,1228.05,4899,734.85,3566,534.9,921,3209.4,727529,100,111,GX,9416,YD,5464,GY,1209,QV,8155,False,True,False,TP   93183
"Becky Dickerson   ,   PSC 2052, Box 0342
APO AE 85912   ,   55686",008-83-7358,88-4-22-50,8379726,Ruben,Jackson,"39824 Sanchez Mission
Michaelmouth, AR 76012",New Mexico,620-72-221,1894,830.5,2136,2241,Tinamouth,6644,996.6,2401,360.15,2271,340.65,759,2043.9,503053,160,144,TO,6358,VI,7179,GW,2500,IR,3213,True,True,False,YW   93532
"Stephanie Hurley   ,   472 Bennett Port Suite 722
West Reneeberg, MT 66587   ,   90735",012-15-4955,68-0-01-17,3898760,Erin,Bryan,"76362 Harrison Field
Penaborough, MO 11079",Alaska,011-41-643,1610,1115.25,1025,2051,New Ianton,8922,1338.3,4499,674.85,3812,571.8,645,3430.8,856258,118,285,KA,8887,QM,4673,UT,7755,PI,4519,False,True,False,DX   15489
"Christina Williams   ,   397 Andrea Grove
West Mollyshire, NH 19114   ,   12486",489-24-6235,89-6-51-07,3323431,Autumn,Henderson,"1153 Carrie Parkways
Terriville, TX 75168",West Virginia,603-51-384,2449,1120.0,2586,2111,East Kevinmouth,8960,1344.0,3009,451.35,3591,538.65,591,3231.9,725297,289,210,BC,9227,NE,7946,SM,6814,CY,1333,True,True,False,WT   59493
"Melissa Watts   ,   426 Randall Lakes
Rodriguezberg, KS 98266   ,   76964",556-00-0074,91-4-69-07,0702655,Joe,Henderson,"02637 Ramirez Mount
Lake Kevinshire, TX 57589",Arkansas,438-08-641,1280,1113.125,2631,2005,West Johnland,8905,1335.75,2823,423.45,3225,483.75,516,2902.5,682603,138,156,DY,8381,CY,1200,PO,2631,QZ,9386,True,True,True,BM   19593
"Mr. James Mendoza   ,   369 Jackson Street Apt. 596
Lake Georgeburgh, NC 07004   ,   47685",103-36-9250,70-3-07-03,6945304,Patrick,Moore,"123 Jonathan Prairie Suite 815
Markfort, NY 35977",California,157-15-674,1228,814.875,2113,2326,Bryanland,6519,977.85,2926,438.9,3584,537.6,975,3225.6,787776,113,103,BV,7715,LF,9788,DD,2636,QI,2386,True,True,True,WA   71984
"Sarah Campbell   ,   29142 Decker Ford Suite 049
Port Elizabeth, MD 22636   ,   43993",650-64-6051,70-5-47-58,1714266,Tricia,Smith,"3869 Keith Crossing Suite 628
Cunninghamhaven, ME 06813",Oklahoma,533-35-759,1119,982.0,2899,3837,Clarkbury,7856,1178.4,3084,462.6,2691,403.65,894,2421.9,790345,230,122,ET,9647,JG,6902,QC,8556,RI,9703,False,True,False,HI   12099
"Timothy White   ,   4644 Abbott Bridge
East Evelynton, SC 92042   ,   69543",435-90-0328,00-5-23-41,6457521,Amanda,Richards,"0993 Chapman Bypass Suite 170
East Walter, MD 88519",North Carolina,827-35-362,1941,757.625,1926,3367,Jimenezburgh,6061,909.15,4076,611.4,3632,544.8,608,3268.8,716337,238,157,YS,4160,NG,7546,RQ,9691,XI,4697,True,False,False,IB   04040
"Tina Rivera   ,   170 Connor Square Suite 171
West Brandi, ND 76452   ,   89651",011-90-5152,86-0-49-65,2565754,Karen,Griffith,"831 Edwards Flat Apt. 733
Port Chelsey, ME 77014",Nevada,331-65-311,2921,1093.625,1365,3144,Hartmouth,8749,1312.35,3231,484.65,2407,361.05,611,2166.3,329737,127,222,OT,3601,ZQ,8978,WL,3881,GQ,1929,False,True,False,PZ   72753
"Jose Garcia   ,   91451 Brenda Avenue Apt. 897
Ellisshire, DE 86629   ,   05698",881-28-1912,41-0-02-18,8776288,Samantha,Pearson,"959 Bryant Flat Apt. 430
Lake Steventown, HI 33527",Nevada,538-67-767,1002,968.75,2746,3582,West Rebeccafort,7750,1162.5,3359,503.85,2331,349.65,573,2097.9,473299,182,211,ZF,7583,IA,3927,TK,4093,AJ,5370,True,True,True,DJ   05094
"Travis Gutierrez   ,   2111 Christy Corner
New Brendahaven, LA 90698   ,   75180",678-82-3864,38-9-02-90,3570482,Brittany,Allen,"524 Allison Terrace
Lorimouth, ND 26753",New York,465-15-139,2080,1247.75,1828,3515,Port Danielmouth,9982,1497.3,4694,704.1,2093,313.95,762,1883.7,470882,166,182,JS,9109,VO,2050,DI,3228,NU,7481,True,False,False,IP   50450
"Kelly Contreras   ,   37345 Davis Shores
Port Benjaminview, ID 88069   ,   55914",008-87-8798,83-1-03-38,3095732,Christina,Kane,"USS Shaw
FPO AE 94988",Montana,966-50-001,2674,908.125,2933,2140,West Christopherville,7265,1089.75,3875,581.25,3060,459.0,738,2754.0,205916,105,286,ZH,4585,TA,8590,SS,6651,QM,8355,False,False,True,JG   87593
"Michael Roman   ,   9109 Maria Parks
Murraychester, RI 81711   ,   81688",654-74-9027,13-9-12-19,6054131,Ashley,Smith,"2368 James Hollow
West Brianabury, FL 89043",Virginia,745-00-660,1717,893.5,2969,3685,Port Ashley,7148,1072.2,1058,158.7,2236,335.4,788,2012.4,561883,140,192,SJ,1433,JO,7864,MH,2748,QR,3139,True,True,True,WB   34637
"Michael Frye   ,   654 Phillip Keys Apt. 463
Kevinchester, MS 19255   ,   26088",280-24-0504,93-7-82-06,4019119,John,Price,"70895 Steven Station Apt. 545
Darrenchester, NV 24811",Delaware,032-80-937,2673,933.5,2175,3612,East Heather,7468,1120.2,1579,236.85,3834,575.1,720,3450.6,411799,130,107,PB,7427,WY,9347,EJ,2048,CD,8537,True,False,True,RL   25510
"Kelly Hall DDS   ,   18846 Denise Greens Apt. 085
South Pennystad, MN 05591   ,   27749",325-57-4770,80-6-14-17,4902465,Isaac,Hood,"PSC 2338, Box 4132
APO AE 27696",Iowa,410-56-389,1793,741.625,1450,2993,Lake Petermouth,5933,889.95,2319,347.85,3727,559.05,583,3354.3,947765,296,243,RA,8046,UC,5771,YS,3983,VJ,9957,False,True,True,PA   39802
"Dawn Martinez   ,   3314 Anna Groves
Lake Victoria, MS 90432   ,   16626",458-00-6300,67-1-69-55,5779630,Caitlin,Holloway,"USCGC Baker
FPO AE 15674",Arkansas,305-95-008,2119,988.375,1635,3033,Yangville,7907,1186.05,2336,350.4,2885,432.75,539,2596.5,217248,215,202,XB,8564,LU,6901,PE,3420,PD,6787,True,False,False,YI   47938
"Brett Clark   ,   11410 Jacob Ranch
South Shannon, WI 49050   ,   53637",146-78-0768,84-8-19-63,0940428,Heather,Kennedy,"068 Bennett Burg
Ethanside, ME 27638",Nebraska,783-77-831,2942,1214.75,2842,3303,Steventon,9718,1457.7,3008,451.2,2847,427.05,937,2562.3,397160,140,200,MK,1214,MX,4220,BK,5788,BB,5649,False,True,True,ER   73649
"Kevin Smith   ,   1270 Andrew Station Suite 471
Brownstad, SD 03591   ,   00609",467-30-9446,07-7-32-22,5392121,Christopher,Miranda,"82967 May Skyway Suite 738
Stephaniefort, SC 15147",Alabama,255-57-612,1487,700.5,2863,3757,Port Wendy,5604,840.6,2398,359.7,2951,442.65,873,2655.9,56289,122,248,RI,1848,JZ,9151,HK,6399,XU,9848,False,True,False,GB   62762
"Barbara Holloway   ,   6407 Matthew Meadow
Lake Derek, AZ 32504   ,   96297",012-84-3399,17-2-68-59,3458812,Patricia,Kim,"129 Reynolds Curve Suite 461
Rachelside, NH 55502",Pennsylvania,966-81-753,2790,1073.375,2689,3789,East John,8587,1288.05,2227,334.05,2701,405.15,611,2430.9,785974,166,278,SM,4248,SF,7874,YL,6209,KI,5658,True,False,False,AH   92075
"Anthony Howard   ,   562 Hunter Camp Suite 149
Gallegosborough, VT 38259   ,   70945",831-13-3895,00-4-06-25,9269393,Angela,Anderson,"763 Payne Spurs Apt. 717
Watershaven, MT 18187",Michigan,335-80-544,2869,1235.75,1595,2507,Port Davidton,9886,1482.9,2939,440.85,2697,404.55,817,2427.3,172006,168,117,FE,3622,TC,3990,PG,3992,CB,7816,False,False,True,OZ   78650
"Thomas Coffey   ,   0028 Lewis Plains Apt. 355
Michaelton, HI 01401   ,   52835",147-05-6722,46-8-92-57,6447433,Matthew,Mccarty,"853 Joseph Village
East Donald, NV 06647",Wyoming,771-78-419,2317,626.125,1911,3427,Perezchester,5009,751.35,3054,458.1,3922,588.3,778,3529.8,567483,271,295,TP,7418,YW,1854,FJ,8725,VU,1270,False,False,True,GO   16739
"Paul Mitchell   ,   USS Lopez
FPO AA 42467   ,   90413",090-84-0517,52-8-65-16,6184078,Bridget,Bean,"411 Alexander Squares
South Debra, AL 44520",New Mexico,013-80-693,1443,1066.625,2070,3191,Lake Jennifer,8533,1279.95,1922,288.3,3209,481.35,662,2888.1,231697,252,186,AG,1747,IO,1022,PG,6102,WK,9381,True,False,False,EH   38614
"Sarah Lowe   ,   5999 Hickman Spurs Apt. 161
Lake Rebecca, NY 20509   ,   97416",184-36-0019,09-7-28-64,9251845,Thomas,Snyder,"2799 Moore Port
Cherylton, ME 70555",California,732-49-525,1767,703.0,1193,3250,Austinmouth,5624,843.6,4334,650.1,3679,551.85,567,3311.1,788272,153,250,JX,5042,AN,2594,YT,6510,RM,8119,False,False,True,VA   74736
"Julie Summers   ,   PSC 8038, Box 8298
APO AA 58474   ,   13537",744-41-4971,13-9-32-25,1823560,Justin,Blanchard,"723 Hester Shoal
West Nicholas, PA 33951",Louisiana,863-44-092,1486,636.625,1556,3311,Mossport,5093,763.95,3218,482.7,3447,517.05,874,3102.3,650773,183,299,CW,3567,TB,2901,GA,6477,DT,9139,False,True,True,OE   12742
"Sophia Parrish   ,   06388 Bradford Route Apt. 072
Torresland, ND 83544   ,   63873",581-51-4652,65-3-61-07,0937898,Laurie,Wilkins,"5841 Debra Manors Suite 179
Patelfurt, KS 50815",South Dakota,124-23-382,2191,858.75,2259,2861,East Gary,6870,1030.5,1763,264.45,2273,340.95,913,2045.7,321042,217,113,CB,3116,RL,6976,WT,7394,QW,8796,True,False,True,SS   69584
"Jeff Reed   ,   17436 Schaefer Orchard
Michaelfort, ME 58636   ,   59909",279-58-6358,55-9-88-19,3997537,Andrew,Wheeler,"624 Deanna Trace Suite 804
Lake Evan, MS 40035",Virginia,589-47-986,1164,762.875,1317,2802,Hernandezmouth,6103,915.45,4009,601.35,3667,550.05,561,3300.3,539066,270,224,MK,9169,BC,3384,VA,1261,EX,7988,True,False,False,ON   35999
"John Martin   ,   099 Myers Motorway
New Nicole, MN 90661   ,   82234",477-84-2362,54-1-00-72,1452460,Roy,Allen,"420 Michael Brook Apt. 691
Castillomouth, DC 65731",Michigan,845-70-893,1190,856.5,2555,2968,Williamsbury,6852,1027.8,4933,739.95,2837,425.55,514,2553.3,846552,266,240,NO,2104,PY,4670,XT,3474,PM,8970,False,False,False,TU   38031
"Kyle Rodriguez   ,   0973 Jose Viaduct
Port John, HI 27864   ,   52909",375-20-6475,78-0-16-64,3881387,Stephen,Neal,"Unit 1520 Box 3510
DPO AE 02754",Illinois,671-74-252,1345,819.5,2748,3906,South Ronald,6556,983.4,3507,526.05,2398,359.7,916,2158.2,64602,280,276,MM,8668,YE,2518,TK,4050,BG,7788,False,False,False,KQ   29664
"Jimmy Bryant   ,   124 Kara Crossroad
Gibsonmouth, KS 21282   ,   53407",622-29-9257,04-1-79-82,1189124,Mary,Allen,"314 Daniel Streets Apt. 106
West Christina, KY 99604",Missouri,934-60-908,1500,1047.375,1275,3805,Port John,8379,1256.85,4573,685.95,3053,457.95,609,2747.7,269504,124,119,PZ,7268,QN,7582,HY,9280,RV,5071,False,False,True,VQ   67120
"Jessica Johnson   ,   5453 Gregory Manor
East Lori, ID 39776   ,   89282",943-62-6875,82-1-78-96,9960876,Andrea,Roberts,"PSC 3097, Box 5599
APO AP 05221",Michigan,527-74-284,2175,1023.75,1515,3832,East Christina,8190,1228.5,3323,498.45,2877,431.55,946,2589.3,398945,124,187,BQ,9044,LW,8747,ZZ,9143,TI,6524,False,False,False,WZ   88776
"Linda Castillo   ,   96686 Marsh Stream Apt. 603
East Nicole, NM 55062   ,   02943",553-29-3614,76-6-58-24,2168402,Robert,Landry,"136 Maldonado Port Apt. 914
South Wesley, MI 15786",North Carolina,100-03-696,2135,827.75,2890,3485,New Brian,6622,993.3,3838,575.7,2191,328.65,897,1971.9,505852,157,178,ZE,1898,XE,2905,BQ,1706,UM,1420,False,False,False,SH   88451
"Jerry Doyle   ,   934 Pratt Prairie Apt. 030
Lake Andrewfurt, NC 62120   ,   93474",263-95-5860,16-3-13-97,7241957,Michelle,Wilson,"80482 Morrison Walks Suite 076
North Deborah, OK 93170",New Jersey,611-61-346,2631,660.0,2781,2349,East Joshuachester,5280,792.0,2057,308.55,2170,325.5,665,1953.0,468997,258,210,WI,4982,WO,4329,ME,4698,OC,5802,True,True,False,LD   88858
"Susan Petersen   ,   5315 Kim Turnpike
New Katherine, PA 28728   ,   77468",457-61-2397,68-9-85-02,5219004,Troy,Chen,"969 Davenport Road
South Amandaton, MS 78994",Mississippi,015-68-742,2463,1198.25,2147,2698,West Douglasfurt,9586,1437.9,2494,374.1,2776,416.4,881,2498.4,232150,255,297,BL,1540,UI,4149,AR,7069,HC,8738,True,False,True,IT   16633
"Kelly Ibarra   ,   6552 Hammond Landing
Port Kathrynborough, NM 47281   ,   15526",282-87-3691,11-0-33-47,4923299,David,Smith,"2868 James Plains
Michaelshire, AL 09947",Oregon,901-23-636,2634,723.25,1610,3362,Youngside,5786,867.9,4938,740.7,2386,357.9,896,2147.4,642447,187,136,LK,6424,ZL,3341,QQ,6069,CE,4806,True,True,False,WX   65956
"Ronnie Barnes   ,   21536 Brown Station Apt. 316
North Tracy, NY 89322   ,   27058",949-83-4223,75-5-25-40,7000695,Danielle,Clark,"1110 Austin Unions Suite 020
Seanstad, RI 17373",Louisiana,418-77-358,2943,1185.625,1957,3018,Lake Kristinhaven,9485,1422.75,4070,610.5,2984,447.6,764,2685.6,733877,206,274,RZ,7300,GB,1796,KY,5481,GX,4729,True,True,True,JG   46107
"Melissa Young   ,   067 Hunt Meadow
Macdonaldport, WY 56846   ,   64189",639-10-8245,82-9-09-58,9587257,Jennifer,Hunt,"29562 Laura Drives
Lauraborough, OR 11558",Alaska,058-17-789,2237,1078.375,1518,3965,New Misty,8627,1294.05,3116,467.4,2565,384.75,810,2308.5,91748,108,147,UD,5152,SV,9278,BH,8090,FK,5844,False,False,False,MH   66390
"Charles Morales   ,   Unit 1658 Box 5975
DPO AE 19183   ,   22258",255-51-6164,54-0-40-36,7417828,Debbie,Brown,"5585 Jason Club
South Dawnhaven, FL 43699",Iowa,699-20-260,2936,786.625,1064,3203,Tylerfurt,6293,943.95,4765,714.75,3343,501.45,774,3008.7,892678,300,192,NU,6982,SC,5598,HH,2575,YZ,5297,False,False,False,WX   64970
"Cheryl Parsons   ,   5114 Williams Views Suite 547
Kennedyport, TX 71697   ,   25914",532-80-9872,44-7-32-91,9699906,Beth,Gray,"26450 Wright Mountains
Lake Laurafurt, GA 05716",Kentucky,356-32-023,1098,1156.75,1531,3031,New Lawrence,9254,1388.1,2503,375.45,3596,539.4,835,3236.4,550292,221,280,VJ,9906,SH,2205,SF,4458,EW,9216,True,True,True,OP   86703
"Christopher Williams   ,   Unit 0549 Box 9724
DPO AP 49557   ,   55048",627-79-4105,43-4-73-42,6892674,Linda,Kirby,"5535 Jose Prairie Apt. 108
Taramouth, OH 87078",Maine,115-62-755,2366,933.125,1493,3139,New Bonniefurt,7465,1119.75,4262,639.3,2147,322.05,798,1932.3,14805,237,110,PI,5772,WU,7562,ND,2051,KQ,6955,True,False,False,FE   70763
"Robin Ramirez   ,   277 Bush Square
Nathanshire, MD 50582   ,   59658",775-80-1372,97-4-81-70,9645476,Tracey,Mahoney,"041 Moses Roads Suite 511
New Rachel, AK 87595",Utah,499-15-350,1743,644.375,1709,2489,South Juan,5155,773.25,1443,216.45,3703,555.45,776,3332.7,434628,260,292,RV,7358,PS,1366,ZX,4792,CV,1727,False,False,True,SW   16596
"Monica Smith   ,   Unit 7425 Box 8184
DPO AE 12244   ,   20626",163-05-6707,01-3-73-03,7475681,Aaron,Mendez,"5824 Wade Ridges
Salinasfort, MA 08598",Indiana,459-20-540,1693,663.875,1717,3997,West Joshua,5311,796.65,4152,622.8,2728,409.2,931,2455.2,714311,110,186,IW,8282,DL,1476,EQ,8612,PC,2214,False,False,False,OX   83407
"John Pearson   ,   60120 Pena Isle
Garyville, ND 47180   ,   99709",706-84-8171,30-9-26-93,7789062,Keith,Howard,"83328 Allison Ridges
Ricefort, IA 36764",Florida,671-90-982,1101,1134.625,1530,3520,New Philip,9077,1361.55,4513,676.95,3619,542.85,893,3257.1,826558,159,199,LJ,3315,KV,3268,ZZ,9326,XG,2065,True,False,True,AB   45473
"Kevin Baird   ,   240 David Gardens Apt. 243
East Reneeville, KS 31536   ,   95916",720-66-6989,37-8-55-17,1085740,Joshua,Carter,"37337 Snyder Mews
Jamesstad, NM 38240",Alabama,675-78-293,1544,627.25,1338,3606,Mooremouth,5018,752.7,1185,177.75,3197,479.55,888,2877.3,70789,267,177,YS,9790,IN,4633,OS,8443,XN,8755,False,True,True,IZ   97997
"Katherine Jensen   ,   Unit 4699 Box 4513
DPO AA 15532   ,   68324",168-72-4868,88-2-82-39,7587476,Jessica,Thompson,"1096 Fuller Mountain
Lawrenceland, ND 93570",Pennsylvania,729-21-776,1541,648.625,2034,3330,Williamsfurt,5189,778.35,3057,458.55,2048,307.2,841,1843.2,218409,170,143,UR,7937,TH,9705,UL,8698,GJ,9397,False,True,False,GX   38157
"Daniel Craig   ,   PSC 1360, Box 7953
APO AE 30998   ,   35073",050-94-0589,41-0-53-56,0041008,Omar,Brown,"891 Carmen Field
New Brandonton, WV 09935",Illinois,814-89-507,2675,1030.125,1107,3707,New Darleneview,8241,1236.15,2700,405.0,2129,319.35,793,1916.1,275471,234,130,XN,6255,YY,2940,CZ,5877,BC,8615,True,True,False,VP   11244
"Heather Wilson   ,   3674 David Landing Apt. 768
Moranchester, VA 16372   ,   96165",041-87-2780,29-7-07-23,4143921,Charles,Kim,"898 Arnold Plaza
East Nicholasfort, MN 86791",Utah,337-77-776,1179,816.375,2384,3987,Port Jeffrey,6531,979.65,3759,563.85,2345,351.75,585,2110.5,357338,207,114,NC,1297,QL,9376,XE,2910,DZ,8027,True,True,False,BJ   17033
"Jared Thompson   ,   596 Kristine Track
Baileyhaven, NV 95664   ,   77421",114-70-6382,41-6-55-89,6399300,Brian,Woods,"3563 Kelly Track
North Ashleystad, TX 21787",Washington,299-01-942,2115,1108.5,2980,2049,Port Nicholasstad,8868,1330.2,4574,686.1,3416,512.4,949,3074.4,578454,186,236,CJ,2999,RU,3382,YE,9951,CB,7112,False,False,True,QM   86861
"Samuel Butler   ,   98491 Timothy Creek
Port Charles, NC 17846   ,   54103",661-80-3655,00-7-92-17,4567596,Kimberly,Williams,"32845 Richard Inlet
Davidport, NC 28524",Vermont,109-09-693,2390,875.25,1507,3441,Lake Melinda,7002,1050.3,2966,444.9,3352,502.8,892,3016.8,160321,290,155,SE,9193,TR,2710,QS,6536,MO,9776,False,True,True,ZA   35266
"Benjamin Barron   ,   650 Sherri Square Suite 799
East Jason, MN 91765   ,   96244",003-97-3252,20-0-61-19,9065378,Anthony,Warren,"5428 Stevens Ramp
Matthewborough, WY 73829",Maine,104-70-400,2941,1079.375,2316,3383,Lake Michealbury,8635,1295.25,3849,577.35,2774,416.1,886,2496.6,735292,105,150,WA,3982,YS,5399,WG,7972,QQ,3267,False,True,False,NO   68628
"Joshua Morrison   ,   370 Deborah Parkways Suite 944
Crystalbury, ME 23918   ,   05014",669-55-3593,26-3-48-08,0997985,Jacob,Harrell,"65859 Lee Squares
Cookville, AK 27672",New Mexico,534-03-050,2327,892.125,2477,3789,Adamsburgh,7137,1070.55,4152,622.8,2427,364.05,618,2184.3,547475,242,165,SM,3353,KD,7225,LG,1446,GS,2041,False,False,False,XF   60292
"John Smith   ,   688 Mason Village Suite 015
Mccarthyborough, OK 69591   ,   45774",582-10-5014,71-8-86-70,9868372,Abigail,Santiago,"77328 Welch Inlet Apt. 786
Port Justin, MT 14654",Illinois,529-12-662,2904,1149.125,1936,3009,Ronaldshire,9193,1378.95,1751,262.65,2191,328.65,790,1971.9,213601,205,259,YE,8995,QZ,7629,VH,4420,EN,1215,False,False,False,JC   89559
"Keith Kent   ,   2563 Rodriguez Village Suite 714
Millermouth, HI 60015   ,   08166",451-60-7530,44-7-31-05,9476685,Garrett,Mckay,"8520 Erik Estate
Randallhaven, DE 08636",Idaho,727-42-233,1591,678.5,1734,2001,Nelsonville,5428,814.2,1477,221.55,2752,412.8,737,2476.8,579192,284,299,IU,5772,PT,1387,UE,6491,LQ,4287,False,False,True,CI   78282
"Nicholas Jackson   ,   4515 Jacob Underpass
Emilyfort, IN 99846   ,   54632",100-38-4807,93-2-47-97,3998139,Alexis,Chavez,"5375 Thompson Forest
Reyesbury, IN 04435",Nebraska,798-11-798,2483,1131.875,2035,2384,Davidmouth,9055,1358.25,3292,493.8,3542,531.3,930,3187.8,818655,154,168,BQ,2077,PA,1194,VB,4616,GV,5812,True,True,True,TL   71250
"Dennis Little   ,   394 Avila Squares
Taylortown, WI 92102   ,   57077",159-22-0543,36-3-96-86,6029550,Lisa,Campbell,"03161 Tyler Trail
Josephhaven, MS 75299",Arkansas,514-93-541,1513,1019.25,1876,3770,Wilsonshire,8154,1223.1,2082,312.3,2070,310.5,597,1863.0,193014,154,234,TC,9189,EP,5862,YR,6648,YH,7307,True,True,False,ZY   93603
"Tonya Watts   ,   65382 Gallagher Light Apt. 924
Burchfurt, CO 23805   ,   27603",878-03-8140,49-0-73-26,7499176,Todd,Gilbert,"887 Morgan Trail Apt. 880
Barrettmouth, FL 06159",Vermont,672-99-237,1675,876.25,1220,2155,East Todd,7010,1051.5,1898,284.7,3306,495.9,681,2975.4,14104,124,200,PI,6275,SV,2179,RV,4418,TD,7936,True,True,True,JT   90608
